# formatVersion	captureKey	name=value fields (UTF-8, CRLF)
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=186	columnOffset=3	constructionOrigImage=tile_sea8 1813	gameMapX=480	gameMapY=407	height=0.25	index=9	positionOffsetX=1.5	positionOffsetY=0	positionX=36.5	positionY=128.25	positionZ=0	relativeTileX=2	relativeTileY=-1	row=388	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1578	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=292	tileY=219	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-988
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=186	columnOffset=3	constructionOrigImage=tile_sea8 1845	gameMapX=479	gameMapY=407	height=0.25	index=10	positionOffsetX=1	positionOffsetY=0.25	positionX=36	positionY=128.5	positionZ=0	relativeTileX=2	relativeTileY=0	row=387	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_workshops 1581	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=292	tileY=220	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1037
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=185	columnOffset=2	constructionOrigImage=tile_sea8 1849	gameMapX=478	gameMapY=407	height=0.25	index=11	positionOffsetX=0.5	positionOffsetY=0.5	positionX=35.5	positionY=128.75	positionZ=0	relativeTileX=2	relativeTileY=1	row=386	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_workshops 1583	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=292	tileY=221	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1086
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=183	columnOffset=0	constructionOrigImage=tile_sea8 1809	gameMapX=477	gameMapY=410	height=0.25	index=12	positionOffsetX=-1.5	positionOffsetY=0	positionX=33.5	positionY=128.25	positionZ=0	relativeTileX=-1	relativeTileY=2	row=388	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 1575	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-988
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=184	columnOffset=1	constructionOrigImage=tile_sea8 1813	gameMapX=477	gameMapY=409	height=0.25	index=13	positionOffsetX=-1	positionOffsetY=0.25	positionX=34	positionY=128.5	positionZ=0	relativeTileX=0	relativeTileY=2	row=387	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_workshops 1579	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=290	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1037
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=184	columnOffset=1	constructionOrigImage=tile_sea8 1841	gameMapX=477	gameMapY=408	height=0.25	index=14	positionOffsetX=-0.5	positionOffsetY=0.5	positionX=34.5	positionY=128.75	positionZ=0	relativeTileX=1	relativeTileY=2	row=386	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_workshops 1582	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=291	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1086
2	MAPPER_ARMOURER|Generic|Default	buildingHeight=0	column=185	columnOffset=2	constructionOrigImage=tile_sea8 1825	gameMapX=477	gameMapY=407	height=0.25	index=15	positionOffsetX=0	positionOffsetY=0.75	positionX=35	positionY=129	positionZ=0	relativeTileX=2	relativeTileY=2	row=385	rowOffset=0	tileColor=1,1,1,1	tileImage=tile_workshops 1584	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=292	tileY=222	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1135
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1861	gameMapX=485	gameMapY=438	height=0.25	index=0	positionOffsetX=0	positionOffsetY=-0.25	positionX=23.5	positionY=119.25	positionZ=0	relativeTileX=0	relativeTileY=0	row=424	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_buildings2 298	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=261	tileY=214	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=776
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1817	gameMapX=486	gameMapY=439	height=0.25	index=1	positionOffsetX=0	positionOffsetY=-0.75	positionX=23.5	positionY=118.75	positionZ=0	relativeTileX=-1	relativeTileY=-1	row=426	rowOffset=6	tileColor=1,1,1,1	tileImage=tile_buildings2 294	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=260	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=874
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=174	columnOffset=2	constructionOrigImage=tile_sea8 1825	gameMapX=486	gameMapY=438	height=0.25	index=2	positionOffsetX=0.5	positionOffsetY=-0.5	positionX=24	positionY=119	positionZ=0	relativeTileX=0	relativeTileY=-1	row=425	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_buildings2 296	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=261	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=825
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=174	columnOffset=2	constructionOrigImage=tile_sea8 1805	gameMapX=486	gameMapY=437	height=0.25	index=3	positionOffsetX=1	positionOffsetY=-0.25	positionX=24.5	positionY=119.25	positionZ=0	relativeTileX=1	relativeTileY=-1	row=424	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_buildings2 299	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=262	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=776
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1853	gameMapX=485	gameMapY=439	height=0.25	index=4	positionOffsetX=-0.5	positionOffsetY=-0.5	positionX=23	positionY=119	positionZ=0	relativeTileX=-1	relativeTileY=0	row=425	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_buildings2 295	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=260	tileY=214	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=825
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=174	columnOffset=2	constructionOrigImage=tile_sea8 1837	gameMapX=485	gameMapY=437	height=0.25	index=5	positionOffsetX=0.5	positionOffsetY=0	positionX=24	positionY=119.5	positionZ=0	relativeTileX=1	relativeTileY=0	row=423	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_buildings2 302	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=262	tileY=214	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=727
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=172	columnOffset=0	constructionOrigImage=tile_sea8 1829	gameMapX=484	gameMapY=439	height=0.25	index=6	positionOffsetX=-1	positionOffsetY=-0.25	positionX=22.5	positionY=119.25	positionZ=0	relativeTileX=-1	relativeTileY=1	row=424	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_buildings2 297	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=260	tileY=215	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=776
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1805	gameMapX=484	gameMapY=438	height=0.25	index=7	positionOffsetX=-0.5	positionOffsetY=0	positionX=23	positionY=119.5	positionZ=0	relativeTileX=0	relativeTileY=1	row=423	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_buildings2 301	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=261	tileY=215	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=727
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1841	gameMapX=484	gameMapY=437	height=0.25	index=8	positionOffsetX=0	positionOffsetY=0.25	positionX=23.5	positionY=119.75	positionZ=0	relativeTileX=1	relativeTileY=1	row=422	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_buildings2 305	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=262	tileY=215	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=678
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=175	columnOffset=3	constructionOrigImage=tile_sea8 1809	gameMapX=486	gameMapY=436	height=0.25	index=9	positionOffsetX=1.5	positionOffsetY=0	positionX=25	positionY=119.5	positionZ=0	relativeTileX=2	relativeTileY=-1	row=423	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_buildings2 303	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=263	tileY=213	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=727
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=174	columnOffset=2	constructionOrigImage=tile_sea8 1813	gameMapX=485	gameMapY=436	height=0.25	index=10	positionOffsetX=1	positionOffsetY=0.25	positionX=24.5	positionY=119.75	positionZ=0	relativeTileX=2	relativeTileY=0	row=422	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_buildings2 306	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=263	tileY=214	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=678
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=174	columnOffset=2	constructionOrigImage=tile_sea8 1849	gameMapX=484	gameMapY=436	height=0.25	index=11	positionOffsetX=0.5	positionOffsetY=0.5	positionX=24	positionY=120	positionZ=0	relativeTileX=2	relativeTileY=1	row=421	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_buildings2 308	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=263	tileY=215	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=629
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=172	columnOffset=0	constructionOrigImage=tile_sea8 1833	gameMapX=483	gameMapY=439	height=0.25	index=12	positionOffsetX=-1.5	positionOffsetY=0	positionX=22	positionY=119.5	positionZ=0	relativeTileX=-1	relativeTileY=2	row=423	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_buildings2 300	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=260	tileY=216	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=727
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=172	columnOffset=0	constructionOrigImage=tile_sea8 1837	gameMapX=483	gameMapY=438	height=0.25	index=13	positionOffsetX=-1	positionOffsetY=0.25	positionX=22.5	positionY=119.75	positionZ=0	relativeTileX=0	relativeTileY=2	row=422	rowOffset=2	tileColor=1,1,1,1	tileImage=tile_buildings2 304	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=261	tileY=216	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=678
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1817	gameMapX=483	gameMapY=437	height=0.25	index=14	positionOffsetX=-0.5	positionOffsetY=0.5	positionX=23	positionY=120	positionZ=0	relativeTileX=1	relativeTileY=2	row=421	rowOffset=1	tileColor=1,1,1,1	tileImage=tile_buildings2 307	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=262	tileY=216	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=629
2	MAPPER_ARMOURY|Generic|Default	buildingHeight=0	column=173	columnOffset=1	constructionOrigImage=tile_sea8 1825	gameMapX=483	gameMapY=436	height=0.25	index=15	positionOffsetX=0	positionOffsetY=0.75	positionX=23.5	positionY=120.25	positionZ=0	relativeTileX=2	relativeTileY=2	row=420	rowOffset=0	tileColor=1,1,1,1	tileImage=tile_buildings2 309	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=263	tileY=216	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=580
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=181	columnOffset=1	constructionOrigImage=tile_sea8 1829	gameMapX=473	gameMapY=410	height=0.25	index=0	positionOffsetX=0	positionOffsetY=-0.25	positionX=31.5	positionY=129.25	positionZ=0	relativeTileX=0	relativeTileY=0	row=384	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 421	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=226	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1184
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=181	columnOffset=1	constructionOrigImage=tile_sea8 1845	gameMapX=474	gameMapY=411	height=0.25	index=1	positionOffsetX=0	positionOffsetY=-0.75	positionX=31.5	positionY=128.75	positionZ=0	relativeTileX=-1	relativeTileY=-1	row=386	rowOffset=6	tileColor=1,1,1,1	tileImage=tile_workshops 417	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=288	tileY=225	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1086
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=182	columnOffset=2	constructionOrigImage=tile_sea8 1853	gameMapX=474	gameMapY=410	height=0.25	index=2	positionOffsetX=0.5	positionOffsetY=-0.5	positionX=32	positionY=129	positionZ=0	relativeTileX=0	relativeTileY=-1	row=385	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_workshops 419	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=289	tileY=225	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1135
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=182	columnOffset=2	constructionOrigImage=tile_sea8 1861	gameMapX=474	gameMapY=409	height=0.25	index=3	positionOffsetX=1	positionOffsetY=-0.25	positionX=32.5	positionY=129.25	positionZ=0	relativeTileX=1	relativeTileY=-1	row=384	rowOffset=4	tileColor=1,1,1,1	tileImage=tile_workshops 422	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=290	tileY=225	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1184
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=181	columnOffset=1	constructionOrigImage=tile_sea8 1821	gameMapX=473	gameMapY=411	height=0.25	index=4	positionOffsetX=-0.5	positionOffsetY=-0.5	positionX=31	positionY=129	positionZ=0	relativeTileX=-1	relativeTileY=0	row=385	rowOffset=5	tileColor=1,1,1,1	tileImage=tile_workshops 418	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=288	tileY=226	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1135
2	MAPPER_BAKER|Generic|Default	buildingHeight=0	column=182	columnOffset=2	constructionOrigImage=tile_sea8 1805	gameMapX=473	gameMapY=409	height=0.25	index=5	positionOffsetX=0.5	positionOffsetY=0	positionX=32	positionY=129.5	positionZ=0	relativeTileX=1	relativeTileY=0	row=383	rowOffset=3	tileColor=1,1,1,1	tileImage=tile_workshops 425	tileTexture=AllTileSprites	tileTransform=1,0,0,0,0,1,0,0.25,0,0,1,0,0,0,0,1	tileX=290	tileY=226	tilemapMaterial=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapShader=Universal Render Pipeline/2D/Sprite-Unlit-Default	tilemapSortingLayerId=0	tilemapSortingOrder=-1233
