# formatVersion	captureKey	name=value fields (UTF-8, CRLF)
2	MAPPER_CATTLEFARM|Generic|Default	captureReferenceHeight=125	captureReferencePivotX=0.5	captureReferencePivotY=0.355429679	captureReferenceSha256=B4E6987CBCCA0D6B25E61381691531A2D92857177C28934C5E50D2978CD4DE8A	captureReferenceWidth=256	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:52:57.5399986Z	compositePng=MAPPER_CATTLEFARM_Generic_Default.png	compositeSha256=0F000FB16B119300A1A20A9ADC2F45FD6E441FE7EAAC6589FD2FB5D50658AEA6	fragmentCount=7	fragmentSignature=4EE668F266FBA7D9	gameVersion=1.0	groundCenterX=31.5	groundCenterY=127.178574	groundCenterZ=0	mapperName=MAPPER_CATTLEFARM	mapperNameObserved=MAPPER_CATTLEFARM	mapperValue=73	maximumColumn=183	maximumHeight=0.25	maximumRow=394	minimumColumn=180	minimumHeight=0.25	minimumRow=391	mouseTileX=288	mouseTileY=225	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=7	view=Default
2	MAPPER_CESS_PIT1|Generic|Default	captureReferenceHeight=165	captureReferencePivotX=0.5	captureReferencePivotY=0.4909091	captureReferenceSha256=4758FB28CC5A0BA2866957BAF6CE15927B2295487485B8B49BCF9C4BC9BAA6C9	captureReferenceWidth=320	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:53:43.2744360Z	compositePng=MAPPER_CESS_PIT1_Generic_Default.png	compositeSha256=3153AE4959CB2CC197CA25C08A363D3F805BF2CA6BED54C516951F6765E23860	fragmentCount=25	fragmentSignature=36BD4D260912F70F	gameVersion=1.0	groundCenterX=30.5	groundCenterY=129.25	groundCenterZ=0	mapperName=MAPPER_CESS_PIT1	mapperNameObserved=MAPPER_CESS_PIT1	mapperValue=301	maximumColumn=182	maximumHeight=0.25	maximumRow=388	minimumColumn=178	minimumHeight=0.25	minimumRow=380	mouseTileX=288	mouseTileY=227	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=Default
2	MAPPER_CHOPPING_BLOCK|Generic|Default	captureReferenceHeight=151	captureReferencePivotX=0.5	captureReferencePivotY=0.3245033	captureReferenceSha256=C91055247118DEB2072E5316511D7095645CF85D1551A9B4E15895F6464D8FD8	captureReferenceWidth=192	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:54:05.8334514Z	compositePng=MAPPER_CHOPPING_BLOCK_Generic_Default.png	compositeSha256=C91055247118DEB2072E5316511D7095645CF85D1551A9B4E15895F6464D8FD8	fragmentCount=9	fragmentSignature=215CBD191865C4BD	gameVersion=1.0	groundCenterX=33.5	groundCenterY=129.25	groundCenterZ=0	mapperName=MAPPER_CHOPPING_BLOCK	mapperNameObserved=MAPPER_CHOPPING_BLOCK	mapperValue=310	maximumColumn=184	maximumHeight=0.25	maximumRow=386	minimumColumn=182	minimumHeight=0.25	minimumRow=382	mouseTileX=291	mouseTileY=224	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=9	view=Default
2	MAPPER_CHURCH1|European|Default	captureReferenceHeight=426	captureReferencePivotX=0.5	captureReferencePivotY=0.227699533	captureReferenceSha256=3DAA558B10EB4BC3F7F2AA0D63FC27DA8BE8575D9A6EABD2F3A0861B9631BAE7	captureReferenceWidth=384	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:53:15.2184539Z	compositePng=MAPPER_CHURCH1_European_Default.png	compositeSha256=3DAA558B10EB4BC3F7F2AA0D63FC27DA8BE8575D9A6EABD2F3A0861B9631BAE7	fragmentCount=36	fragmentSignature=E2C50934DFA01D51	gameVersion=1.0	groundCenterX=29.5	groundCenterY=129	groundCenterZ=0	mapperName=MAPPER_CHURCH1	mapperNameObserved=MAPPER_CHURCH1	mapperValue=95	maximumColumn=182	maximumHeight=0.25	maximumRow=390	minimumColumn=177	minimumHeight=0.25	minimumRow=380	mouseTileX=286	mouseTileY=227	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=European	tileCount=36	view=Default
2	MAPPER_CHURCH1|Islamic|Default	captureReferenceHeight=433	captureReferencePivotX=0.5	captureReferencePivotY=0.224018469	captureReferenceSha256=15FD1E4648402F73379354A3E806D85678755F7B704E1AB1CBB969DFA279EA06	captureReferenceWidth=384	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T22:03:50.0436961Z	compositePng=MAPPER_CHURCH1_Islamic_Default.png	compositeSha256=15FD1E4648402F73379354A3E806D85678755F7B704E1AB1CBB969DFA279EA06	fragmentCount=36	fragmentSignature=D98890596D85BBEE	gameVersion=1.0	groundCenterX=143	groundCenterY=259.75	groundCenterZ=0	mapperName=MAPPER_CHURCH1	mapperNameObserved=MAPPER_CHURCH1	mapperValue=95	maximumColumn=345	maximumHeight=0.25	maximumRow=167	minimumColumn=340	minimumHeight=0.25	minimumRow=157	mouseTileX=661	mouseTileY=375	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Islamic	tileCount=36	view=Default
2	MAPPER_CHURCH2|European|Default	captureReferenceHeight=482	captureReferencePivotX=0.5	captureReferencePivotY=0.3008299	captureReferenceSha256=142FC8B1E0B466227EE3AE036710454EB0EDF6360C58DF6A1DF55A39DD6C128C	captureReferenceWidth=576	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:53:18.4958277Z	compositePng=MAPPER_CHURCH2_European_Default.png	compositeSha256=142FC8B1E0B466227EE3AE036710454EB0EDF6360C58DF6A1DF55A39DD6C128C	fragmentCount=81	fragmentSignature=B9E5422267ECA44F	gameVersion=1.0	groundCenterX=31	groundCenterY=129	groundCenterZ=0	mapperName=MAPPER_CHURCH2	mapperNameObserved=MAPPER_CHURCH2	mapperValue=96	maximumColumn=185	maximumHeight=0.25	maximumRow=393	minimumColumn=177	minimumHeight=0.25	minimumRow=377	mouseTileX=288	mouseTileY=226	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=European	tileCount=81	view=Default
2	MAPPER_CHURCH2|Islamic|Default	captureReferenceHeight=603	captureReferencePivotX=0.5	captureReferencePivotY=0.240464345	captureReferenceSha256=D626966E838EC31874C8690B937429963B684667BF1A5AD538336AD4129C9D6F	captureReferenceWidth=576	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T22:03:52.7358385Z	compositePng=MAPPER_CHURCH2_Islamic_Default.png	compositeSha256=D626966E838EC31874C8690B937429963B684667BF1A5AD538336AD4129C9D6F	fragmentCount=81	fragmentSignature=6B2A6FD2BB374303	gameVersion=1.0	groundCenterX=144.5	groundCenterY=259.25	groundCenterZ=0	mapperName=MAPPER_CHURCH2	mapperNameObserved=MAPPER_CHURCH2	mapperValue=96	maximumColumn=348	maximumHeight=0.25	maximumRow=172	minimumColumn=340	minimumHeight=0.25	minimumRow=156	mouseTileX=662	mouseTileY=373	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Islamic	tileCount=81	view=Default
2	MAPPER_CHURCH3|European|Default	captureReferenceHeight=788	captureReferencePivotX=0.5	captureReferencePivotY=0.26522842	captureReferenceSha256=2E96BF1E50D7C83379AAB8443D67E7933C6BD7984F07AAEE6B4C9B40B8EE0098	captureReferenceWidth=832	captureRotation=0	capturedUtc=2026-07-31T21:26:32.8742928Z	compositePng=MAPPER_CHURCH3_European_Default.png	compositeSha256=2E96BF1E50D7C83379AAB8443D67E7933C6BD7984F07AAEE6B4C9B40B8EE0098	fragmentCount=169	fragmentSignature=387133F658AAD18B	gameVersion=1.0	groundCenterX=26	groundCenterY=120.5	groundCenterZ=0	mapperName=MAPPER_CHURCH3	mapperNameObserved=MAPPER_CHURCH3	mapperValue=97	maximumColumn=182	maximumHeight=0.25	maximumRow=431	minimumColumn=170	minimumHeight=0.25	minimumRow=407	mouseTileX=266	mouseTileY=214	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=European	tileCount=169	view=Default
2	MAPPER_CHURCH3|Islamic|Default	captureReferenceHeight=1085	captureReferencePivotX=0.5	captureReferencePivotY=0.19262673	captureReferenceSha256=22A547049E63A2978759D221CC9DD042A9C7B1D46770166789AEE6F533964451	captureReferenceWidth=832	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T22:03:56.5941485Z	compositePng=MAPPER_CHURCH3_Islamic_Default.png	compositeSha256=22A547049E63A2978759D221CC9DD042A9C7B1D46770166789AEE6F533964451	fragmentCount=169	fragmentSignature=F80A1C11301B8688	gameVersion=1.0	groundCenterX=145.5	groundCenterY=259.25	groundCenterZ=0	mapperName=MAPPER_CHURCH3	mapperNameObserved=MAPPER_CHURCH3	mapperValue=97	maximumColumn=351	maximumHeight=0.25	maximumRow=176	minimumColumn=339	minimumHeight=0.25	minimumRow=152	mouseTileX=663	mouseTileY=372	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Islamic	tileCount=169	view=Default
2	MAPPER_DANCING_BEAR|Generic|Default	captureReferenceHeight=194	captureReferencePivotX=0.5	captureReferencePivotY=0.417525768	captureReferenceSha256=BC14FBFBE79156946A473F8C7B875E86FD8E2EECD8C6A8D354E7CDF310CF55BF	captureReferenceWidth=320	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:54:20.7669182Z	compositePng=MAPPER_DANCING_BEAR_Generic_Default.png	compositeSha256=BC14FBFBE79156946A473F8C7B875E86FD8E2EECD8C6A8D354E7CDF310CF55BF	fragmentCount=25	fragmentSignature=02AB2D9ED91CB68E	gameVersion=1.0	groundCenterX=31	groundCenterY=128.5	groundCenterZ=0	mapperName=MAPPER_DANCING_BEAR	mapperNameObserved=MAPPER_DANCING_BEAR	mapperValue=324	maximumColumn=183	maximumHeight=0.25	maximumRow=391	minimumColumn=179	minimumHeight=0.25	minimumRow=383	mouseTileX=287	mouseTileY=225	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=Default
2	MAPPER_DOG_CAGE|Generic|Default	captureReferenceHeight=148	captureReferencePivotX=0.5	captureReferencePivotY=0.3310811	captureReferenceSha256=BCBD96A99444FCB2C0ACD698CFBC834AE3CBB189A8C8C523EA0B8A3D201425BC	captureReferenceWidth=192	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:56:08.2694770Z	compositePng=MAPPER_DOG_CAGE_Generic_Default.png	compositeSha256=BCBD96A99444FCB2C0ACD698CFBC834AE3CBB189A8C8C523EA0B8A3D201425BC	fragmentCount=9	fragmentSignature=DA5899625A170CDD	gameVersion=1.0	groundCenterX=33.5	groundCenterY=124.25	groundCenterZ=0	mapperName=MAPPER_DOG_CAGE	mapperNameObserved=MAPPER_DOG_CAGE	mapperValue=312	maximumColumn=184	maximumHeight=0.25	maximumRow=406	minimumColumn=182	minimumHeight=0.25	minimumRow=402	mouseTileX=281	mouseTileY=214	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=9	view=Default
2	MAPPER_DRAWBRIDGE|Generic|DrawbridgeFront	captureReferenceHeight=350	captureReferencePivotX=0.5	captureReferencePivotY=0.231428578	captureReferenceSha256=450C244A7A9D41D0E4E35632B4E0187652BEBEDF73091A3B728CB7EC60020036	captureReferenceWidth=320	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:56:18.8719689Z	compositePng=MAPPER_DRAWBRIDGE_Generic_DrawbridgeFront.png	compositeSha256=450C244A7A9D41D0E4E35632B4E0187652BEBEDF73091A3B728CB7EC60020036	fragmentCount=25	fragmentSignature=89577F20B1DB81F4	gameVersion=1.0	groundCenterX=40	groundCenterY=126.5	groundCenterZ=0	mapperName=MAPPER_DRAWBRIDGE	mapperNameObserved=MAPPER_DRAWBRIDGE	mapperValue=105	maximumColumn=192	maximumHeight=0.25	maximumRow=399	minimumColumn=188	minimumHeight=0.25	minimumRow=391	mouseTileX=292	mouseTileY=212	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=DrawbridgeFront
2	MAPPER_DRAWBRIDGE|Generic|DrawbridgeRear	captureReferenceHeight=350	captureReferencePivotX=0.5	captureReferencePivotY=0.231428578	captureReferenceSha256=F6CBD8893ABA14D18307E2157085494A3DD5856C6C2B7ACD9F3DCAC943F3B835	captureReferenceWidth=320	captureRotation=2	captureSource=preview	capturedUtc=2026-07-31T22:10:55.7644815Z	compositePng=MAPPER_DRAWBRIDGE_Generic_DrawbridgeRear.png	compositeSha256=4148AA9C499B59881220D8D76303B969BB76BB4333FB093E10CFD791B391E95E	fragmentCount=25	fragmentSignature=B7E059EF7495F76A	gameVersion=1.0	groundCenterX=-17.5	groundCenterY=30.25	groundCenterZ=0	mapperName=MAPPER_DRAWBRIDGE	mapperNameObserved=MAPPER_DRAWBRIDGE	mapperValue=105	maximumColumn=24	maximumHeight=0.25	maximumRow=124	minimumColumn=20	minimumHeight=0.25	minimumRow=116	mouseTileX=42	mouseTileY=77	normalizedHorizontalFlip=true	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=DrawbridgeRear
2	MAPPER_DUNGEON|Generic|Default	captureReferenceHeight=215	captureReferencePivotX=0.5	captureReferencePivotY=0.376744181	captureReferenceSha256=9F4B8B39258917D187CD4B2F0839D4C59F5C9E5D6C43670B309081CBD8201A76	captureReferenceWidth=320	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:53:53.2651755Z	compositePng=MAPPER_DUNGEON_Generic_Default.png	compositeSha256=9F4B8B39258917D187CD4B2F0839D4C59F5C9E5D6C43670B309081CBD8201A76	fragmentCount=25	fragmentSignature=27949B8C84501C45	gameVersion=1.0	groundCenterX=32.5	groundCenterY=128.75	groundCenterZ=0	mapperName=MAPPER_DUNGEON	mapperNameObserved=MAPPER_DUNGEON	mapperValue=307	maximumColumn=184	maximumHeight=0.25	maximumRow=390	minimumColumn=180	minimumHeight=0.25	minimumRow=382	mouseTileX=289	mouseTileY=224	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=Default
2	MAPPER_DUNKING_STOOL|Generic|Default	captureReferenceHeight=223	captureReferencePivotX=0.5	captureReferencePivotY=0.3632287	captureReferenceSha256=1C978D3778756236C770E2C9D105F65280A2926EC310D376CCEC1A85D47074B0	captureReferenceWidth=320	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:54:10.3346853Z	compositePng=MAPPER_DUNKING_STOOL_Generic_Default.png	compositeSha256=1C978D3778756236C770E2C9D105F65280A2926EC310D376CCEC1A85D47074B0	fragmentCount=25	fragmentSignature=BF238BDB7C3B1730	gameVersion=1.0	groundCenterX=33.5	groundCenterY=129.25	groundCenterZ=0	mapperName=MAPPER_DUNKING_STOOL	mapperNameObserved=MAPPER_DUNKING_STOOL	mapperValue=311	maximumColumn=185	maximumHeight=0.25	maximumRow=388	minimumColumn=181	minimumHeight=0.25	minimumRow=380	mouseTileX=291	mouseTileY=224	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=25	view=Default
2	MAPPER_ENGINEERS_GUILD|Generic|ReservationFront	captureReferenceHeight=362	captureReferencePivotX=0.5	captureReferencePivotY=0.334254146	captureReferenceSha256=011E406A92BA84BEBE7A8C8490DAFC90E8E8B3AA0269EA7568A99C7B72CCB2AD	captureReferenceWidth=480	captureRotation=0	captureSource=preview	capturedUtc=2026-07-31T21:44:44.2579233Z	compositePng=MAPPER_ENGINEERS_GUILD_Generic_ReservationFront.png	compositeSha256=011E406A92BA84BEBE7A8C8490DAFC90E8E8B3AA0269EA7568A99C7B72CCB2AD	fragmentCount=50	fragmentSignature=A37DB241B37AC1F0	gameVersion=1.0	groundCenterX=28.25	groundCenterY=121.125	groundCenterZ=0	mapperName=MAPPER_ENGINEERS_GUILD	mapperNameObserved=MAPPER_ENGINEERS_GUILD	mapperValue=88	maximumColumn=181	maximumHeight=0.25	maximumRow=423	minimumColumn=175	minimumHeight=0.25	minimumRow=410	mouseTileX=272	mouseTileY=213	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=50	view=ReservationFront
2	MAPPER_ENGINEERS_GUILD|Generic|ReservationRear	captureReferenceHeight=282	captureReferencePivotX=0.5	captureReferencePivotY=0.429078	captureReferenceSha256=2A78C7636954A915B3FF6965C52F705B3BF7CF5D246AFAC963C4DA659BEFB429	captureReferenceWidth=480	captureRotation=2	captureSource=preview	capturedUtc=2026-07-31T21:44:48.2552838Z	compositePng=MAPPER_ENGINEERS_GUILD_Generic_ReservationRear.png	compositeSha256=2A78C7636954A915B3FF6965C52F705B3BF7CF5D246AFAC963C4DA659BEFB429	fragmentCount=50	fragmentSignature=95FE1E40D64A1118	gameVersion=1.0	groundCenterX=-21.75	groundCenterY=176.625	groundCenterZ=0	mapperName=MAPPER_ENGINEERS_GUILD	mapperNameObserved=MAPPER_ENGINEERS_GUILD	mapperValue=88	maximumColumn=131	maximumHeight=0.25	maximumRow=201	minimumColumn=125	minimumHeight=0.25	minimumRow=188	mouseTileX=328	mouseTileY=374	normalizedHorizontalFlip=false	pluginVersion=0.0.0.0	skin=Generic	tileCount=50	view=ReservationRear
